speaker,item,duration,V1,stress
PL06,mimo,0.07,i,stressed
PL06,nieborak,0.0409,e,unstressed
PL06,papaja,0.0552,a,unstressed
PL06,zywo,0.05,y,stressed
PL06,kuma,0.0464,u,stressed
PL06,rzepaku,0.0532,e,unstressed
PL06,bywalec,0.04,y,unstressed
PL06,rzepa,0.0627,e,stressed
PL06,kumaty,0.03,u,unstressed
PL06,bywa,0.08,y,stressed
PL06,babo,0.0715,a,stressed
PL06,papa,0.0639,a,stressed
PL06,popada,0.0576,o,unstressed
PL06,mimoza,0.0431,i,unstressed
PL06,popa,0.0532,o,stressed
PL06,niebo,0.0591,e,stressed
PL06,sumo,0.03,u,stressed
PL06,zimami,0.03,i,unstressed
PL06,zywotnie,0.0379,y,unstressed
PL06,babochlop,0.03,a,unstressed
PL06,mimo,0.06,i,stressed
PL06,papaja,0.0591,a,unstressed
PL06,zywo,0.0412,y,stressed
PL06,kuma,0.0414,u,stressed
PL06,rzepaku,0.0537,e,unstressed
PL06,bywalec,0.052,y,unstressed
PL06,rzepa,0.0454,e,stressed
PL06,bywa,0.0528,y,stressed
PL06,babo,0.0819,a,stressed
PL06,papa,0.0793,a,stressed
PL06,popada,0.0529,o,unstressed
PL07,nowo,0.1,o,stressed
PL07,zywotnie,0.06,y,unstressed
PL07,bywalec,0.08,y,unstressed
PL07,zima,0.05,i,stressed
PL07,babo,0.109,a,stressed
PL07,papa,0.1031,a,stressed
PL07,mimoza,0.1,i,unstressed
PL07,popada,0.0762,o,unstressed
PL07,mimo,0.1,i,stressed
PL07,sumo,0.1106,u,stressed
PL07,zywo,0.09,y,stressed
PL07,papaja,0.0871,a,unstressed
PL07,kumaty,0.05,u,unstressed
PL07,bywa,0.1088,y,stressed
PL07,babochlop,0.1,a,unstressed
PL07,rzepa,0.0972,e,stressed
PL07,cumowac,0.05,u,unstressed
PL07,kuma,0.0843,u,stressed
PL07,zimami,0.05,i,unstressed
PL07,popa,0.0826,o,stressed
PL07,niebo,0.1086,e,stressed
PL07,rzepaku,0.0695,e,unstressed
PL07,nieborak,0.0794,e,unstressed
PL07,zywotnie,0.05,y,unstressed
PL07,bywalec,0.09,y,unstressed
PL07,babo,0.12,a,stressed
PL07,papa,0.0977,a,stressed
PL07,mimoza,0.08,i,unstressed
PL07,popada,0.0581,o,unstressed
PL07,mimo,0.09,i,stressed
PL07,sumo,0.0742,u,stressed
PL07,zywo,0.1,y,stressed
PL07,papaja,0.0856,a,unstressed
PL07,bywa,0.11,y,stressed
PL07,babochlop,0.0848,a,unstressed
PL07,rzepa,0.0901,e,stressed
PL07,kuma,0.0699,u,stressed
PL07,zimami,0.04,i,unstressed
PL07,popa,0.0915,o,stressed
PL07,niebo,0.0872,e,stressed
PL07,rzepaku,0.0633,e,unstressed
PL07,nieborak,0.06,e,unstressed
PL07,nowo,0.0652,o,stressed
PL07,zywotnie,0.07,y,unstressed
PL07,bywalec,0.07,y,unstressed
PL07,babo,0.0871,a,stressed
PL07,papa,0.0993,a,stressed
PL07,mimoza,0.07,i,unstressed
PL07,popada,0.0463,o,unstressed
PL07,mimo,0.07,i,stressed
PL07,sumo,0.07,u,stressed
PL07,papaja,0.0697,a,unstressed
PL07,kumaty,0.0401,u,unstressed
PL07,babochlop,0.0777,a,unstressed
PL07,rzepa,0.0677,e,stressed
PL07,cumowac,0.04,u,unstressed
PL07,kuma,0.06,u,stressed
PL07,popa,0.0853,o,stressed
PL07,niebo,0.0524,e,stressed
PL07,rzepaku,0.0576,e,unstressed
PL07,nieborak,0.0619,e,unstressed
PL07,nowo,0.1199,o,stressed
PL07,babo,0.1,a,stressed
PL07,papa,0.1013,a,stressed
PL07,mimoza,0.06,i,unstressed
PL07,popada,0.051,o,unstressed
PL07,sumo,0.0989,u,stressed
PL07,papaja,0.0749,a,unstressed
PL07,kumaty,0.0616,u,unstressed
PL07,babochlop,0.07,a,unstressed
PL07,rzepa,0.0786,e,stressed
PL07,kuma,0.08,u,stressed
PL07,popa,0.081,o,stressed
PL07,niebo,0.0998,e,stressed
PL07,rzepaku,0.0565,e,unstressed
PL07,nowo,0.05,o,stressed
PL07,bywalec,0.05,y,unstressed
PL07,babo,0.08,a,stressed
PL07,papa,0.0753,a,stressed
PL07,popada,0.0389,o,unstressed
PL07,mimo,0.08,i,stressed
PL07,sumo,0.0808,u,stressed
PL07,zywo,0.08,y,stressed
PL07,papaja,0.0688,a,unstressed
PL07,kumaty,0.04,u,unstressed
PL07,bywa,0.09,y,stressed
PL07,babochlop,0.06,a,unstressed
PL07,rzepa,0.0544,e,stressed
PL07,kuma,0.07,u,stressed
PL07,popa,0.0575,o,stressed
PL07,niebo,0.0498,e,stressed
PL07,rzepaku,0.0639,e,unstressed
PL07,nieborak,0.0562,e,unstressed
PL07,nowo,0.04,o,stressed
PL07,zywotnie,0.04,y,unstressed
PL07,papa,0.0619,a,stressed
PL07,popada,0.0373,o,unstressed
PL07,sumo,0.0731,u,stressed
PL07,papaja,0.0545,a,unstressed
PL07,bywa,0.08,y,stressed
PL07,babochlop,0.05,a,unstressed
PL07,rzepa,0.06,e,stressed
PL07,cumowac,0.0338,u,unstressed
PL07,kuma,0.05,u,stressed
PL07,popa,0.06,o,stressed
PL07,niebo,0.06,e,stressed
PL07,rzepaku,0.0438,e,unstressed
PL08,niebo,0.1089,e,stressed
PL08,nowo,0.13,o,stressed
PL08,zywo,0.11,y,stressed
PL08,kumaty,0.0557,u,unstressed
PL08,mimoza,0.08,i,unstressed
PL08,babochlop,0.0794,a,unstressed
PL08,nieborak,0.0643,e,unstressed
PL08,sumo,0.1094,u,stressed
PL08,kuma,0.08,u,stressed
PL08,papaja,0.0778,a,unstressed
PL08,papa,0.1177,a,stressed
PL08,zima,0.0577,i,stressed
PL08,bywalec,0.1,y,unstressed
PL08,babo,0.13,a,stressed
PL08,rzepa,0.0924,e,stressed
PL08,mimo,0.1,i,stressed
PL08,bywa,0.15,y,stressed
PL08,zywotnie,0.0931,y,unstressed
PL08,rzepaku,0.0762,e,unstressed
PL08,popa,0.1088,o,stressed
PL08,cumowac,0.0672,u,unstressed
PL08,zimami,0.0978,i,unstressed
PL08,popada,0.0708,o,unstressed
PL08,niebo,0.0784,e,stressed
PL08,zywo,0.09,y,stressed
PL08,kumaty,0.0785,u,unstressed
PL08,mimoza,0.11,i,unstressed
PL08,babochlop,0.0998,a,unstressed
PL08,nieborak,0.0708,e,unstressed
PL08,sumo,0.1,u,stressed
PL08,kuma,0.0866,u,stressed
PL08,papaja,0.0773,a,unstressed
PL08,papa,0.1077,a,stressed
PL08,zima,0.08,i,stressed
PL08,bywalec,0.09,y,unstressed
PL08,rzepa,0.0797,e,stressed
PL08,mimo,0.08,i,stressed
PL08,bywa,0.11,y,stressed
PL08,zywotnie,0.13,y,unstressed
PL08,rzepaku,0.0937,e,unstressed
PL08,popa,0.0865,o,stressed
PL08,cumowac,0.0713,u,unstressed
PL08,zimami,0.1,i,unstressed
PL08,popada,0.073,o,unstressed
PL08,niebo,0.0588,e,stressed
PL08,nowo,0.08,o,stressed
PL08,kumaty,0.0543,u,unstressed
PL08,mimoza,0.0627,i,unstressed
PL08,babochlop,0.06,a,unstressed
PL08,nieborak,0.0562,e,unstressed
PL08,sumo,0.08,u,stressed
PL08,kuma,0.05,u,stressed
PL08,papaja,0.0698,a,unstressed
PL08,papa,0.1153,a,stressed
PL08,zima,0.07,i,stressed
PL08,babo,0.1146,a,stressed
PL08,rzepa,0.1081,e,stressed
PL08,zywotnie,0.0617,y,unstressed
PL08,rzepaku,0.0612,e,unstressed
PL08,popa,0.106,o,stressed
PL08,cumowac,0.0459,u,unstressed
PL08,zimami,0.08,i,unstressed
PL08,popada,0.072,o,unstressed
PL08,niebo,0.0712,e,stressed
PL08,nowo,0.0953,o,stressed
PL08,zywo,0.08,y,stressed
PL08,kumaty,0.0432,u,unstressed
PL08,mimoza,0.07,i,unstressed
PL08,babochlop,0.0751,a,unstressed
PL08,nieborak,0.0417,e,unstressed
PL08,kuma,0.06,u,stressed
PL08,papaja,0.0696,a,unstressed
PL08,papa,0.1085,a,stressed
PL08,zima,0.0601,i,stressed
PL08,bywalec,0.07,y,unstressed
PL08,babo,0.1151,a,stressed
PL08,rzepa,0.1049,e,stressed
PL08,mimo,0.0691,i,stressed
PL08,zywotnie,0.05,y,unstressed
PL08,rzepaku,0.0584,e,unstressed
PL08,popa,0.1018,o,stressed
PL08,cumowac,0.0487,u,unstressed
PL08,zimami,0.05,i,unstressed
PL08,popada,0.077,o,unstressed
PL08,niebo,0.0298,e,stressed
PL08,nowo,0.0822,o,stressed
PL08,zywo,0.06,y,stressed
PL08,kumaty,0.0428,u,unstressed
PL08,mimoza,0.05,i,unstressed
PL08,babochlop,0.07,a,unstressed
PL08,nieborak,0.037,e,unstressed
PL08,sumo,0.06,u,stressed
PL08,papaja,0.0632,a,unstressed
PL08,papa,0.0947,a,stressed
PL08,zima,0.06,i,stressed
PL08,bywalec,0.0649,y,unstressed
PL08,babo,0.1062,a,stressed
PL08,rzepa,0.0598,e,stressed
PL08,mimo,0.07,i,stressed
PL08,bywa,0.0728,y,stressed
PL08,zywotnie,0.04,y,unstressed
PL08,rzepaku,0.0474,e,unstressed
PL08,popa,0.0737,o,stressed
PL08,cumowac,0.05,u,unstressed
PL08,zimami,0.07,i,unstressed
PL08,popada,0.0579,o,unstressed
PL08,niebo,0.0538,e,stressed
PL08,nowo,0.07,o,stressed
PL08,zywo,0.0626,y,stressed
PL08,kumaty,0.0429,u,unstressed
PL08,babochlop,0.0698,a,unstressed
PL08,nieborak,0.0437,e,unstressed
PL08,papaja,0.0748,a,unstressed
PL08,papa,0.0995,a,stressed
PL08,zima,0.04,i,stressed
PL08,babo,0.1,a,stressed
PL08,rzepa,0.0737,e,stressed
PL08,bywa,0.09,y,stressed
PL08,zywotnie,0.08,y,unstressed
PL08,rzepaku,0.0519,e,unstressed
PL08,popa,0.1045,o,stressed
PL08,popada,0.071,o,unstressed
PL09,zywo,0.1211,y,stressed
PL09,babochlop,0.08,a,unstressed
PL09,babo,0.15,a,stressed
PL09,sumo,0.11,u,stressed
PL09,kuma,0.13,u,stressed
PL09,mimo,0.13,i,stressed
PL09,drzewo,0.1057,e,stressed
PL09,rzepaku,0.0846,e,unstressed
PL09,kumaty,0.0691,u,unstressed
PL09,papa,0.1288,a,stressed
PL09,popada,0.0653,o,unstressed
PL09,bywalec,0.11,y,unstressed
PL09,papaja,0.0872,a,unstressed
PL09,rzepa,0.1041,e,stressed
PL09,drzeworyt,0.0884,e,unstressed
PL09,mimoza,0.09,i,unstressed
PL09,zywotnie,0.08,y,unstressed
PL09,zimami,0.06,i,unstressed
PL09,bywa,0.16,y,stressed
PL09,nowo,0.13,o,stressed
PL09,popa,0.1134,o,stressed
PL09,cumowac,0.06,u,unstressed
PL09,zima,0.07,i,stressed
PL09,zywo,0.11,y,stressed
PL09,babo,0.13,a,stressed
PL09,sumo,0.1154,u,stressed
PL09,kuma,0.0888,u,stressed
PL09,drzewo,0.148,e,stressed
PL09,rzepaku,0.0692,e,unstressed
PL09,kumaty,0.083,u,unstressed
PL09,papa,0.1237,a,stressed
PL09,bywalec,0.09,y,unstressed
PL09,papaja,0.0788,a,unstressed
PL09,rzepa,0.0841,e,stressed
PL09,drzeworyt,0.0942,e,unstressed
PL09,mimoza,0.08,i,unstressed
PL09,zywotnie,0.1,y,unstressed
PL09,zimami,0.07,i,unstressed
PL09,bywa,0.12,y,stressed
PL09,nowo,0.12,o,stressed
PL09,popa,0.0999,o,stressed
PL09,cumowac,0.08,u,unstressed
PL09,zima,0.06,i,stressed
PL09,zywo,0.08,y,stressed
PL09,babochlop,0.051,a,unstressed
PL09,babo,0.08,a,stressed
PL09,sumo,0.076,u,stressed
PL09,kuma,0.0703,u,stressed
PL09,mimo,0.09,i,stressed
PL09,drzewo,0.0869,e,stressed
PL09,rzepaku,0.0619,e,unstressed
PL09,kumaty,0.0638,u,unstressed
PL09,papa,0.0762,a,stressed
PL09,popada,0.0461,o,unstressed
PL09,bywalec,0.0585,y,unstressed
PL09,papaja,0.0452,a,unstressed
PL09,rzepa,0.0514,e,stressed
PL09,drzeworyt,0.0558,e,unstressed
PL09,zywotnie,0.04,y,unstressed
PL09,zimami,0.05,i,unstressed
PL09,bywa,0.07,y,stressed
PL09,nowo,0.1,o,stressed
PL09,popa,0.0487,o,stressed
PL09,cumowac,0.0426,u,unstressed
PL09,zima,0.04,i,stressed
PL09,zywo,0.0583,y,stressed
PL09,babochlop,0.0488,a,unstressed
PL09,babo,0.09,a,stressed
PL09,sumo,0.0744,u,stressed
PL09,kuma,0.0416,u,stressed
PL09,mimo,0.06,i,stressed
PL09,drzewo,0.0523,e,stressed
PL09,rzepaku,0.0567,e,unstressed
PL09,kumaty,0.0473,u,unstressed
PL09,papa,0.0629,a,stressed
PL09,popada,0.0469,o,unstressed
PL09,bywalec,0.06,y,unstressed
PL09,papaja,0.0496,a,unstressed
PL09,rzepa,0.0485,e,stressed
PL09,drzeworyt,0.0328,e,unstressed
PL09,mimoza,0.05,i,unstressed
PL09,zywotnie,0.06,y,unstressed
PL09,popa,0.044,o,stressed
PL09,cumowac,0.04,u,unstressed
PL09,zywo,0.05,y,stressed
PL09,babochlop,0.04,a,unstressed
PL09,babo,0.06,a,stressed
PL09,sumo,0.0561,u,stressed
PL09,kuma,0.05,u,stressed
PL09,mimo,0.05,i,stressed
PL09,drzewo,0.0443,e,stressed
PL09,rzepaku,0.0486,e,unstressed
PL09,kumaty,0.0302,u,unstressed
PL09,papa,0.0469,a,stressed
PL09,popada,0.0434,o,unstressed
PL09,bywalec,0.08,y,unstressed
PL09,papaja,0.04,a,unstressed
PL09,rzepa,0.033,e,stressed
PL09,drzeworyt,0.0523,e,unstressed
PL09,mimoza,0.03,i,unstressed
PL09,zywotnie,0.03,y,unstressed
PL09,zimami,0.03,i,unstressed
PL09,bywa,0.05,y,stressed
PL09,nowo,0.05,o,stressed
PL09,popa,0.06,o,stressed
PL09,cumowac,0.0429,u,unstressed
PL09,zima,0.03,i,stressed
PL09,babochlop,0.0407,a,unstressed
PL09,sumo,0.0473,u,stressed
PL09,kuma,0.04,u,stressed
PL09,mimo,0.08,i,stressed
PL09,drzewo,0.0514,e,stressed
PL09,rzepaku,0.0531,e,unstressed
PL09,kumaty,0.03,u,unstressed
PL09,papa,0.0514,a,stressed
PL09,bywalec,0.0478,y,unstressed
PL09,papaja,0.06,a,unstressed
PL09,rzepa,0.031,e,stressed
PL09,drzeworyt,0.0664,e,unstressed
PL09,mimoza,0.0546,i,unstressed
PL09,zywotnie,0.05,y,unstressed
PL09,popa,0.054,o,stressed
PL09,cumowac,0.0543,u,unstressed
PL09,zima,0.05,i,stressed
PL10,bywa,0.1257,y,stressed
PL10,kumaty,0.0478,u,unstressed
PL10,mimo,0.11,i,stressed
PL10,drzeworyt,0.1012,e,unstressed
PL10,cumowac,0.05,u,unstressed
PL10,rzepaku,0.0691,e,unstressed
PL10,papa,0.1326,a,stressed
PL10,zywotnie,0.07,y,unstressed
PL10,kuma,0.09,u,stressed
PL10,bywalec,0.08,y,unstressed
PL10,zima,0.05,i,stressed
PL10,popada,0.0653,o,unstressed
PL10,mimoza,0.08,i,unstressed
PL10,zimami,0.05,i,unstressed
PL10,babo,0.1304,a,stressed
PL10,babochlop,0.0759,a,unstressed
PL10,nowo,0.1,o,stressed
PL10,zywo,0.12,y,stressed
PL10,sumo,0.0846,u,stressed
PL10,popa,0.0769,o,stressed
PL10,rzepa,0.1101,e,stressed
PL10,papaja,0.0589,a,unstressed
PL10,drzewo,0.1089,e,stressed
PL10,bywa,0.114,y,stressed
PL10,kumaty,0.05,u,unstressed
PL10,drzeworyt,0.0833,e,unstressed
PL10,rzepaku,0.0782,e,unstressed
PL10,papa,0.0961,a,stressed
PL10,zywotnie,0.08,y,unstressed
PL10,kuma,0.0745,u,stressed
PL10,zima,0.07,i,stressed
PL10,popada,0.0692,o,unstressed
PL10,zimami,0.08,i,unstressed
PL10,babo,0.12,a,stressed
PL10,babochlop,0.07,a,unstressed
PL10,nowo,0.13,o,stressed
PL10,zywo,0.1,y,stressed
PL10,sumo,0.11,u,stressed
PL10,popa,0.1173,o,stressed
PL10,rzepa,0.1059,e,stressed
PL10,papaja,0.05,a,unstressed
PL10,drzewo,0.1153,e,stressed
PL10,bywa,0.07,y,stressed
PL10,kumaty,0.03,u,unstressed
PL10,mimo,0.09,i,stressed
PL10,drzeworyt,0.0577,e,unstressed
PL10,cumowac,0.04,u,unstressed
PL10,rzepaku,0.0439,e,unstressed
PL10,papa,0.089,a,stressed
PL10,zywotnie,0.06,y,unstressed
PL10,kuma,0.06,u,stressed
PL10,bywalec,0.05,y,unstressed
PL10,zima,0.08,i,stressed
PL10,popada,0.0562,o,unstressed
PL10,mimoza,0.07,i,unstressed
PL10,zimami,0.1052,i,unstressed
PL10,babo,0.11,a,stressed
PL10,babochlop,0.05,a,unstressed
PL10,nowo,0.06,o,stressed
PL10,zywo,0.06,y,stressed
PL10,sumo,0.07,u,stressed
PL10,popa,0.0615,o,stressed
PL10,rzepa,0.0753,e,stressed
PL10,papaja,0.0618,a,unstressed
PL10,drzewo,0.0628,e,stressed
PL10,bywa,0.0625,y,stressed
PL10,mimo,0.08,i,stressed
PL10,drzeworyt,0.0397,e,unstressed
PL10,rzepaku,0.0629,e,unstressed
PL10,papa,0.073,a,stressed
PL10,zywotnie,0.05,y,unstressed
PL10,kuma,0.0522,u,stressed
PL10,bywalec,0.06,y,unstressed
PL10,zima,0.06,i,stressed
PL10,popada,0.0461,o,unstressed
PL10,mimoza,0.06,i,unstressed
PL10,babo,0.09,a,stressed
PL10,babochlop,0.06,a,unstressed
PL10,sumo,0.05,u,stressed
PL10,popa,0.0551,o,stressed
PL10,rzepa,0.0582,e,stressed
PL10,papaja,0.0651,a,unstressed
PL10,drzewo,0.0743,e,stressed
PL10,bywa,0.0583,y,stressed
PL10,mimo,0.05,i,stressed
PL10,drzeworyt,0.0448,e,unstressed
PL10,cumowac,0.03,u,unstressed
PL10,rzepaku,0.03,e,unstressed
PL10,papa,0.082,a,stressed
PL10,zywotnie,0.03,y,unstressed
PL10,kuma,0.03,u,stressed
PL10,popada,0.0513,o,unstressed
PL10,mimoza,0.0329,i,unstressed
PL10,zimami,0.04,i,unstressed
PL10,babo,0.074,a,stressed
PL10,nowo,0.0492,o,stressed
PL10,zywo,0.05,y,stressed
PL10,sumo,0.0375,u,stressed
PL10,popa,0.0461,o,stressed
PL10,rzepa,0.0859,e,stressed
PL10,papaja,0.03,a,unstressed
PL10,drzewo,0.0615,e,stressed
PL10,bywa,0.06,y,stressed
PL10,mimo,0.03,i,stressed
PL10,drzeworyt,0.0282,e,unstressed
PL10,rzepaku,0.04,e,unstressed
PL10,papa,0.0641,a,stressed
PL10,kuma,0.0303,u,stressed
PL10,bywalec,0.0269,y,unstressed
PL10,popada,0.03,o,unstressed
PL10,mimoza,0.03,i,unstressed
PL10,zimami,0.03,i,unstressed
PL10,babo,0.0959,a,stressed
PL10,babochlop,0.0498,a,unstressed
PL10,nowo,0.0603,o,stressed
PL10,sumo,0.0451,u,stressed
PL10,popa,0.0441,o,stressed
PL10,rzepa,0.0649,e,stressed
PL10,papaja,0.0583,a,unstressed
PL10,drzewo,0.0768,e,stressed
